Index,olefin,metal,Ligand-M,ligand,solvent,T(K),p(bar),CO/H2,t(h),L/M,S/M,[M](mM),L/B,Year,Journal,Database,DOI
195,C=CC1=CC=CC=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,333.15,20,1,24,10,1000,0.7,-0.753327667,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
196,C=CC1=CC=CC=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,318.15,20,1,24,10,1000,0.7,-0.629731418,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
197,C=CC1=CC=CC=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,318.15,5,1,24,10,1000,0.7,-0.658541347,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
198,C=CC1=CC=CC=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,318.15,10,1,24,10,1000,0.7,-0.688629171,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
199,C=CC1=CC=CC=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,318.15,40,1,24,10,1000,0.7,-0.720159303,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
200,C=CC1=CC=CC=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,COCCOC,318.15,20,1,24,10,1000,0.7,-0.720159303,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
201,C=CC1=CC=CC=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C(Cl)(Cl),318.15,20,1,24,10,1000,0.7,-0.753327667,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
202,C=CC1=CC=CC=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,CC#N,318.15,20,1,24,10,1000,0.7,-0.753327667,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
203,C=CC1=CC=CC=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,CC1=CC=CC=C1,318.15,20,1,24,10,1000,0.7,-0.720159303,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
204,C=CC1=CC=CC=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,CO,318.15,20,1,24,10,1000,0.7,-0.753327667,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
205,C=CC1=CC=CC=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,318.15,20,1,24,10,1000,1.4,-0.720159303,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
206,C=CC1=CC=CC=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,318.15,20,1,24,10,2000,1,-0.720159303,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
207,C=CC1=CC=C(C)C=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,318.15,20,1,24,10,1000,1.4,-0.629731418,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
208,C=CC1=C(C)C=CC=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,318.15,20,1,24,10,1000,1.4,-0.212608093,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
209,C=CC1=CC=C(CC(C)C)C=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,318.15,20,1,24,10,1000,1.4,-0.658541347,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
210,C=CC1=CC=C(Cl)C=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,318.15,20,1,24,10,1000,1.4,-0.865301426,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
211,C=CC1=CC=C(F)C=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,318.15,20,1,24,10,1000,1.4,-0.720159303,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
212,C=CC1=C(F)C=CC=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,318.15,20,1,24,10,1000,1.4,-1.06069784,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
213,C=CC1=CC=C(C(F)(F)(F))C=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,318.15,20,1,24,10,1000,1.4,-1.123384909,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
214,C=CC1=CC=C(OC)C=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,318.15,20,1,24,10,1000,1.4,-0.477121255,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
215,C=CC1=CC2=C(C=CC=C2)C=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,318.15,20,1,24,10,1000,1.4,-0.907997321,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
216,C=CC1=CC2=C(C=CC=C2)C=C1,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,318.15,20,1,24,10,1000,0.7,-0.865301426,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
217,C=CC1=CC2=C(C=C1)C=C(OC)C=C2,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,318.15,20,1,24,10,1000,1.4,-0.788370416,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
218,C=CC1=CC2=C(C=C1)C=C(OC)C=C2,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,318.15,20,1,24,10,1000,0.7,-0.788370416,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
219,C=CC1=CC=CC2=C1C=CC=C2,Rh,CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP->%16(C1=C(P->%173OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1(C)O[C@H]2[C@H](O1)C(C1=CC=CC=C1)(C1=CC=CC=C1)OP(C1=C(P3OC(C4=CC=CC=C4)(C4=CC=CC=C4)[C@H]4OC(C)(C)O[C@@H]4C(C4=CC=CC=C4)(C4=CC=CC=C4)O3)C=CC=C1)OC2(C1=CC=CC=C1)C1=CC=CC=C1,C1CCOC1,318.15,20,1,24,10,1000,1.4,-0.347487397,2014,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.201400657
220,C=CC1=CC=CC=C1,Rh,C1=CC=C(P->%162CC3=CC=C4C=CC=CC4=[C@@]3[C@@]3=C(C=CC4=CC=CC=C43)C2)C=C1.C1=CC=C(P->%172CC3=CC=C4C=CC=CC4=[C@@]3[C@@]3=C(C=CC4=CC=CC=C43)C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P2CC3=CC=C4C=CC=CC4=[C@@]3[C@@]3=C(C=CC4=CC=CC=C43)C2)C=C1,CC1=CC=CC=C1,333.15,60,1,24,8,2000,0.25,-1.133538908,2008,Journal of Molecular Catalysis A: Chemical,Elsevier,10.1016/j.molcata.2007.10.023
221,C=CC1=CC=CC=C1,Rh,C1=CC=C(P->%162CC3=CC=C4C=CC=CC4=[C@@]3[C@@]3=C(C=CC4=CC=CC=C43)C2)C=C1.C1=CC=C(P->%172CC3=CC=C4C=CC=CC4=[C@@]3[C@@]3=C(C=CC4=CC=CC=C43)C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P2CC3=CC=C4C=CC=CC4=[C@@]3[C@@]3=C(C=CC4=CC=CC=C43)C2)C=C1,C(Cl)Cl,333.15,60,1,24,8,2000,0.25,-1.146128036,2008,Journal of Molecular Catalysis A: Chemical,Elsevier,10.1016/j.molcata.2007.10.023
222,C=CC1=CC=CC=C1,Rh,C1=CC=C(P->%162CC3=CC=C4C=CC=CC4=[C@@]3[C@@]3=C(C=CC4=CC=CC=C43)C2)C=C1.C1=CC=C(P->%172CC3=CC=C4C=CC=CC4=[C@@]3[C@@]3=C(C=CC4=CC=CC=C43)C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P2CC3=CC=C4C=CC=CC4=[C@@]3[C@@]3=C(C=CC4=CC=CC=C43)C2)C=C1,C1CCOC1,333.15,60,1,24,8,2000,0.25,-1.049218023,2008,Journal of Molecular Catalysis A: Chemical,Elsevier,10.1016/j.molcata.2007.10.023
223,C=CC1=CC=CC=C1,Rh,C1=CC=C(P->%162CC3=CC=C4C=CC=CC4=[C@@]3[C@@]3=C(C=CC4=CC=CC=C43)C2)C=C1.C1=CC=C(P->%172CC3=CC=C4C=CC=CC4=[C@@]3[C@@]3=C(C=CC4=CC=CC=C43)C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P2CC3=CC=C4C=CC=CC4=[C@@]3[C@@]3=C(C=CC4=CC=CC=C43)C2)C=C1,CC(C)=O,333.15,60,1,24,8,2000,0.25,-1.025305865,2008,Journal of Molecular Catalysis A: Chemical,Elsevier,10.1016/j.molcata.2007.10.023
224,C=CC1=CC=CC=C1,Rh,C1=CC=C(P->%162CC3=CC=C4C=CC=CC4=[C@@]3[C@@]3=C(C=CC4=CC=CC=C43)C2)C=C1.C1=CC=C(P->%172CC3=CC=C4C=CC=CC4=[C@@]3[C@@]3=C(C=CC4=CC=CC=C43)C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P2CC3=CC=C4C=CC=CC4=[C@@]3[C@@]3=C(C=CC4=CC=CC=C43)C2)C=C1,CC1=CC=CC=C1,298.15,60,1,24,8,2000,0.25,-1.264817823,2008,Journal of Molecular Catalysis A: Chemical,Elsevier,10.1016/j.molcata.2007.10.023
225,C=CC1=CC=CC=C1,Rh,C1=CC=C(P->%162CC3=CC=C4C=CC=CC4=[C@@]3[C@@]3=C(C=CC4=CC=CC=C43)C2)C=C1.C1=CC=C(P->%172CC3=CC=C4C=CC=CC4=[C@@]3[C@@]3=C(C=CC4=CC=CC=C43)C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P2CC3=CC=C4C=CC=CC4=[C@@]3[C@@]3=C(C=CC4=CC=CC=C43)C2)C=C1,CC1=CC=CC=C1,318.15,60,1,24,8,2000,0.25,-1.193124598,2008,Journal of Molecular Catalysis A: Chemical,Elsevier,10.1016/j.molcata.2007.10.023
